2017-02-19 00:50:58,908 [Worker-2] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: br.com.livro:carros:0.0.1-SNAPSHOT @ C:\Users\Thiago\Desktop\Carros\pom.xml.
2017-02-19 04:40:25,787 [Worker-68] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 04:40:25,789 [Worker-68] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 04:40:25,791 [Worker-68] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 04:40:25,792 [Worker-68] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 04:41:37,956 [Worker-66] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 04:41:37,958 [Worker-66] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 04:41:37,960 [Worker-66] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 04:41:37,961 [Worker-66] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 04:43:54,817 [Worker-67] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 04:43:54,819 [Worker-67] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 04:43:54,821 [Worker-67] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 04:43:54,822 [Worker-67] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 04:44:02,273 [Worker-72] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 04:44:02,275 [Worker-72] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 04:44:02,278 [Worker-72] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 04:44:02,279 [Worker-72] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 04:44:30,981 [Worker-75] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 04:44:30,983 [Worker-75] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 04:44:30,985 [Worker-75] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 04:44:30,986 [Worker-75] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 05:01:30,924 [Worker-79] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:01:30,927 [Worker-79] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 05:01:30,931 [Worker-79] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:01:30,932 [Worker-79] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 05:03:47,813 [Worker-84] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:03:47,815 [Worker-84] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 05:03:47,818 [Worker-84] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:03:47,819 [Worker-84] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 05:04:49,101 [Worker-81] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:04:49,103 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 05:04:49,104 [Worker-81] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:04:49,105 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 05:06:07,957 [Worker-83] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:06:07,959 [Worker-83] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 05:06:07,960 [Worker-83] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:06:07,961 [Worker-83] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 05:06:32,609 [Worker-79] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:06:32,611 [Worker-79] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 05:06:32,613 [Worker-79] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:06:32,614 [Worker-79] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 05:15:03,148 [Worker-86] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:15:03,149 [Worker-86] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 05:15:03,151 [Worker-86] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:15:03,152 [Worker-86] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 05:16:53,184 [Worker-83] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:16:53,187 [Worker-83] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 05:16:53,188 [Worker-83] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:16:53,189 [Worker-83] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 05:19:04,768 [Worker-83] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:19:04,770 [Worker-83] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 05:19:04,772 [Worker-83] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:19:04,773 [Worker-83] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 05:19:57,595 [Worker-84] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:19:57,597 [Worker-84] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 05:19:57,598 [Worker-84] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:19:57,599 [Worker-84] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 05:27:15,209 [Worker-91] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:27:15,211 [Worker-91] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 05:27:15,213 [Worker-91] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:27:15,214 [Worker-91] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 05:37:25,561 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:37:25,563 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 05:37:25,565 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:37:25,566 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 05:38:55,304 [Worker-98] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:38:55,306 [Worker-98] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 05:38:55,308 [Worker-98] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:38:55,309 [Worker-98] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 05:39:28,616 [Worker-94] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:39:28,619 [Worker-94] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 05:39:28,620 [Worker-94] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:39:28,621 [Worker-94] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 05:41:11,261 [Worker-95] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:41:11,264 [Worker-95] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 05:41:11,265 [Worker-95] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:41:11,266 [Worker-95] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 05:41:14,679 [Worker-99] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:41:14,681 [Worker-99] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 05:41:14,683 [Worker-99] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:41:14,684 [Worker-99] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 05:44:39,174 [Worker-99] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:44:39,176 [Worker-99] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 05:44:39,178 [Worker-99] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:44:39,179 [Worker-99] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 05:44:50,725 [Worker-93] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:44:50,728 [Worker-93] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 05:44:50,729 [Worker-93] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:44:50,730 [Worker-93] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 05:45:25,441 [Worker-94] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:45:25,443 [Worker-94] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 05:45:25,445 [Worker-94] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:45:25,446 [Worker-94] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 05:47:29,411 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:47:29,413 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 05:47:29,416 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:47:29,417 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 05:48:10,630 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:48:10,632 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 05:48:10,633 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 05:48:10,634 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 06:13:47,864 [Worker-105] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 06:13:47,866 [Worker-105] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 06:13:47,867 [Worker-105] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 06:13:47,868 [Worker-105] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 06:14:00,336 [Worker-108] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 06:14:00,338 [Worker-108] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 06:14:00,340 [Worker-108] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 06:14:00,341 [Worker-108] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 06:14:48,471 [Worker-105] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 06:14:48,473 [Worker-105] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 06:14:48,474 [Worker-105] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 06:14:48,475 [Worker-105] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 06:15:26,788 [Worker-107] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 06:15:26,790 [Worker-107] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-19 06:15:26,791 [Worker-107] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 06:15:26,792 [Worker-107] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-19 06:25:42,631 [Worker-114] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-19 06:25:42,633 [Worker-114] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
